2021500 122211019 1 07 11032 00014 N00014 E00012 Z00007                                         
2022431 122211100 1 08 ///// 00014 N///// E///// Z/////                                         
2120000 122210503 1 08 11004 00019 N00016 E00016 Z00004                                         
2121200 122210596 1 06 11012 00013 N00012 E00013 Z00006                                         
2205300 122210500 1 08 10590 00014 N00011 E00012 Z00006                                         
2205500 122210427 1 08 10498 00017 N00014 E00014 Z00002                                         
2205700 122210563 1 07 11060 00015 N00011 E00014 Z00003                                         
2311360 122211380 1 07 ///// 00010 N00008 E00008 Z00005                                         
A1999011312062139 003 340576 012 1350829 014  72609619V   5111  5190òaâÃéRåßñkïî              1K
5500131 131206240 1 05 ///// 00135 N00038 E00134 Z00068                                         
A1999011314515178 004 363132 015 1375784 018 102208525V   5111  4144í∑ñÏåßñkïî                1K
4200300 131451550 1 08 51569 00090 N00065 E00086 Z00071                                         
A1999011413472103 021 363904 037 1413306 129 427233547D49V5111  3111àÔèÈåßâ´                 34K
2205700 141348205 1 07 48260 00018 N00016 E00014 Z00005                                         
2500100 141347468 1 08 48006 00031 N00025 E00026 Z00014                                         
2500200 141347567 1 07 48023 00030 N00018 E00029 Z00006                                         
2501500 141347598 1 05 48038 00020 N00017 E00017 Z00009                                         
2503101 141347424 1 08 47570 00045 N00021 E00045 Z00010                                         
2504700 141347426 1 09 47571 00046 N00028 E00044 Z00018                                         
2510000 141347353 1 12 47436 00023 N00021 E00019 Z00019                                         
2510600 141347399 1 06 47522 00044 N00042 E00038 Z00009                                         
2510900 141347401 1 14 47544 00078 N00070 E00064 Z00037                                         
2511500 141347460 1 10 47570 00047 N00039 E00034 Z00011                                         
2521700 141347586 1 11 48094 00022 N00020 E00021 Z00012                                         
3000000 141347398 1 11 47554 00047 N00038 E00033 Z00023                                         
3000030 141347550 1 09 ///// 00030 N00017 E00020 Z00027                                         
3000031 141347570 1 12 ///// 00038 N00034 E00032 Z00012                                         
3000131 141347470 1 10 ///// 00033 N00030 E00029 Z00016                                         
3000231 141347510 1 11 ///// 00038 N00031 E00027 Z00017                                         
3000330 141347450 1 07 ///// 00041 N00040 E00024 Z00017                                         
3000430 141347450 1 06 ///// 00033 N00030 E00026 Z00015                                         
3000531 141347560 1 10 ///// 00031 N00029 E00025 Z00012                                         
3000730 141347580 1 09 ///// 00030 N00022 E00022 Z00018                                         
3003130 141347540 1 12 ///// 00037 N00028 E00037 Z00010                                         
3003131 141347550 1 06 ///// 00025 N00025 E00021 Z00013                                         
3003430 141348010 1 07 ///// 00028 N00025 E00026 Z00020                                         
3003431 141347570 1 10 ///// 00041 N00040 E00036 Z00012                                         
3010200 141347525 1 07 47585 00029 N00025 E00022 Z00013                                         
3011200 141347553 1 09 47580 00036 N00036 E00019 Z00007                                         
3015600 141348045 1 07 48069 00017 N00016 E00016 Z00008                                         
3016030 141348010 1 08 ///// 00034 N00031 E00027 Z00019                                         
3016031 141348030 1 09 ///// 00027 N00021 E00026 Z00009                                         
3016131 141347550 1 10 ///// 00035 N00033 E00017 Z00018                                         
3100070 141348008 1 08 48113 00031 N00029 E00017 Z00010                                         
3111400 141347573 1 13 48021 00037 N00013 E00037 Z00005                                         
3113600 141347550 1 06 48004 00025 N00022 E00017 Z00008                                         
3300131 141348361 1 06 48453 00086 N00042 E00044 Z00066                                         
A1999011509182168 010 282463 057 1294252 032 532007440D40V5112  7296âÇî¸ëÂìáãﬂäC              2K
7780800 150918308 2 18 18382 00129 N00113 E00081 Z00075                                         
7780900 150918308 1 12 18379 00070 N00060 E00053 Z00027                                         
A1999011520145140 020 274964 142 1392588 185541     58D57V5211  8332è¨ä}å¥èîìáêºï˚â´          1K
3590001 152017004 1 08 17027 00021 N00014 E00020 Z00006                                         
A1999011615414122 021 364034 044 1412460 124 387029745D47V5112  3111àÔèÈåßâ´                 56K
3000000 161541573 2 17 42085 00101 N00067 E00101 Z00038                                         
3000031 161542090 2 18 ///// 00085 N00060 E00071 Z00036                                         
3000130 161542010 2 18 ///// 00082 N00065 E00066 Z00065                                         
3000131 161542020 2 19 ///// 00123 N00090 E00115 Z00059                                         
3000230 161542040 2 16 ///// 00090 N00044 E00075 Z00031                                         
3000231 161542070 2 23 ///// 00183 N00168 E00154 Z00067                                         
3000531 161542100 2 17 ///// 00093 N00075 E00074 Z00033                                         
3003130 161542070 2 18 ///// 00083 N00058 E00066 Z00025                                         
3003231 161542070 2 15 ///// 00093 N00089 E00052 Z00027                                         
3003331 161542080 2 16 ///// 00130 N00130 E00069 Z00046                                         
3016030 161542140 2 19 ///// 00102 N00100 E00057 Z00044                                         
2500100 161542089 1 05 42192 00029 N00027 E00025 Z00012                                         
2500200 161542142 1 06 42152 00026 N00020 E00021 Z00005                                         
2503101 161542001 1 08 42101 00038 N00030 E00037 Z00018                                         
2504700 161542065 1 05 42193 00034 N00025 E00029 Z00013                                         
2510000 161542004 1 09 42011 00039 N00030 E00027 Z00012                                         
2510600 161541581 1 09 42099 00081 N00072 E00056 Z00017                                         
2510900 161542009 1 09 42098 00055 N00047 E00044 Z00023                                         
2521700 161542237 1 07 42244 00020 N00016 E00018 Z00006                                         
3000030 161542080 1 11 ///// 00052 N00032 E00039 Z00044                                         
3000200 161542032 1 11 42052 00062 N00058 E00057 Z00021                                         
3000330 161542010 1 14 ///// 00100 N00089 E00093 Z00051                                         
3000430 161542010 1 12 ///// 00103 N00053 E00094 Z00025                                         
3000532 161542110 1 12 ///// 00057 N00036 E00056 Z00037                                         
3000730 161542070 1 12 ///// 00049 N00045 E00038 Z00040                                         
3001430 161542060 1 07 ///// 00036 N00030 E00028 Z00014                                         
3003131 161542050 1 11 ///// 00049 N00049 E00042 Z00023                                         
3003133 161542080 1 07 ///// 00074 N00072 E00056 Z00027                                         
3003170 161542075 1 11 42078 00064 N00059 E00036 Z00016                                         
3003230 161542070 1 11 ///// 00045 N00043 E00038 Z00021                                         
3003332 161542100 1 05 ///// 00051 N00036 E00038 Z00010                                         
3003430 161542120 1 10 ///// 00056 N00049 E00031 Z00028                                         
3003431 161542110 1 13 ///// 00055 N00055 E00041 Z00032                                         
3003432 161542160 1 09 ///// 00035 N00027 E00024 Z00022                                         
3010000 161542083 1 07 42182 00038 N00032 E00034 Z00019                                         
3010030 161542170 1 09 ///// 00043 N00038 E00036 Z00018                                         
3010200 161542047 1 12 42147 00051 N00049 E00043 Z00023                                         
3011200 161542138 1 07 42147 00026 N00025 E00015 Z00006                                         
3012430 161542160 1 09 ///// 00034 N00031 E00027 Z00017                                         
3014330 161542220 1 09 ///// 00036 N00029 E00034 Z00015                                         
3015130 161542250 1 08 ///// 00028 N00026 E00027 Z00017                                         
3015431 161542230 1 10 ///// 00036 N00030 E00025 Z00011                                         
3015600 161542200 1 11 42232 00030 N00027 E00027 Z00012                                         
3015631 161542180 1 06 ///// 00035 N00034 E00028 Z00012                                         
3015632 161542160 1 14 ///// 00060 N00058 E00060 Z00026                                         
3015730 161542190 1 05 ///// 00025 N00022 E00023 Z00022                                         
3016032 161542150 1 13 ///// 00068 N00064 E00039 Z00045                                         
3016100 161542083 1 09 42146 00030 N00027 E00030 Z00016                                         
3016130 161542100 1 08 ///// 00038 N00027 E00034 Z00017                                         
3016131 161542130 1 09 ///// 00032 N00030 E00028 Z00014                                         
3100070 161542205 1 11 42235 00041 N00039 E00038 Z00012                                         
3111400 161542140 1 13 42178 00039 N00025 E00034 Z00016                                         
3113600 161542115 1 12 42134 00063 N00050 E00037 Z00017                                         
3200032 161542336 1 06 ///// 00030 N00013 E00029 Z00006                                         
3210231 161542201 1 08 ///// 00029 N00028 E00029 Z00008                                         
3300800 161542263 1 08 42295 00027 N00015 E00024 Z00006                                         
A1999011620410329 009 353641 025 1392982 031 227710026V   5111  3 91ê_ìﬁêÏåßìåïî              1K
3600841 162041129 1 10 41129 00031 N00031 E00023 Z00022                                         
A1999011714291222 028 431002 104 1473059 147 31     50D56V5211  1 26ñkäCìπìåï˚â´              3K
1610000 171430100 1 06 30167 00023 N00017 E00022 Z00019                                         
1610200 171430108 1 05 30129 00026 N00016 E00024 Z00009                                         
1660000 171430042 1 09 30079 00037 N00036 E00030 Z00016                                         
A1999011902354493 009 413329 026 1412800 040 846208944D43V5112  1 17ê¬êXåßìåï˚â´             31K
2000200 190236000 2 22 36153 00116 N00110 E00084 Z00037                                         
2021300 190236006 2 15 36127 00090 N00067 E00076 Z00052                                         
2021500 190236058 2 16 36221 00081 N00065 E00044 Z00042                                         
2021831 190236220 2 16 ///// 00100 N///// E///// Z/////                                         
2021930 190236210 2 22 ///// 00170 N///// E///// Z/////                                         
2022431 190236220 2 17 ///// 00050 N///// E///// Z/////                                         
2030000 190236002 2 16 36095 00061 N00061 E00047 Z00025                                         
2030430 190236000 2 19 ///// 00127 N///// E///// Z/////                                         
1020000 190236272 1 09 36292 00031 N00023 E00028 Z00013                                         
1460100 190236220 1 09 36230 00034 N00030 E00030 Z00012                                         
1460200 190236185 1 05 36210 00051 N00032 E00043 Z00010                                         
1510300 190236237 1 05 36263 00022 N00016 E00020 Z00004                                         
2000030 190236270 1 05 ///// 00026 N///// E///// Z/////                                         
2010130 190236270 1 06 ///// 00019 N///// E///// Z/////                                         
2020000 190236188 1 10 36210 00038 N00032 E00038 Z00014                                         
2020030 190236230 1 13 ///// 00051 N///// E///// Z/////                                         
2020131 190236210 1 07 ///// 00059 N///// E///// Z/////                                         
2020430 190236190 1 09 ///// 00036 N///// E///// Z/////                                         
2020431 190236180 1 13 ///// 00038 N///// E///// Z/////                                         
2020730 190236210 1 08 ///// 00020 N///// E///// Z/////                                         
2021030 190236180 1 12 ///// 00054 N///// E///// Z/////                                         
2021031 190236060 1 12 ///// 00065 N///// E///// Z/////                                         
2021430 190236240 1 08 ///// 00021 N///// E///// Z/////                                         
2021530 190236220 1 13 ///// 00051 N///// E///// Z/////                                         
