DP.KMN        13418193347391328
DP.SON        13404063409611329
DP.KYT        13349873526541330
DP.CZT        13417463516361331
DP.HMT        13502443513781332
DP.IZT        13453093458521333
DP.TRT        13311933506321334
DP.FKJ        13607233605841335
DP.MHJ        13558563532021336
DP.IMJ        13618003548081337
DP.AMJ        13701513615131338
DP.FMJ        13649603631241339
DP.AHJ        13735563655391340
E.MSK         13207153324421341
E.FTG         13135973335061342
KC.MUT        13410453315901343
KC.KUB        13306973314321344
GS.IKH        13453823430831345
GS.TKZ        13519983449251346
GS.NGR        13519753416941347
GS.BND        13430843408671348
DP.TOS        13456823432981349
E.OIC         13518893406121350
E.HNM         13503833353131351
E.SRT         13544023411601352
E.SHR         13524363337991353
E.MJY         13438633348281354
E.NKR         13249223456651355
E.SHK         13240683432171356
E.HJO         13248773355991357
KC.IHR        13328113341481358
KC.UMJ        13402663332971359
KC.AKR        13329173332831360
E.HGU         13545723349571361
M.MOB1        13426153225101362
M.MOB2        13421683240481363
DP2KTN        13541823446701364
DP2MZT        13426673459401365
DP.MYG        13711163620841366
DP.TYJ        13729353635331367
KC.DOI        13323693357851368
DP2ABU        13534163451721369
E.WKME        13509873411651370
E.KKW         13526773354251371
E.ARD         13509543405351372
E.KZG         13545533332421373
E.OZK         13456983416071374
E.KRS         13526423420871375
E.NGA         13227963332201376
KC.AOU        13346083347741377
KC.WMY        13340473338641378
DP.KRT        13428273527681379
DP2KRT        13428583527721380
GS.TNN        13530713439551381
GS.KRY        13544873434511382
GS.HTS        13615173509281383
GS.ING        13522463453401384
GS.YST        13436493459121385
GS.HNO        13551253511381386
GS.OHR        13549163506621387
DP2OYT        13439693519761388
DP2IMJ        13617983548081389
M2MOB1        13426253225201390
DP2RKO        13510373444281391
GS.HGM        13543913352041392
GS.TSS        13258543244151393
GS.UWA        13228943323141394
GS.MRT        13409383317121395
GS.KST        13550173331211396
GS.MAT        13244383350541397
GS.KOC        13335953333021398
GS.ANK        13436293351951399
GS.SSK        13319363323381400
KU.OMT        13027223304031404
KU.NMZ        12947323235921405
KU.TAI        13052183307861406
KU.TKD        13123263249061407
KU.USB        13001543214181408
KU.SBR        13015193330341409
KU.STO        13130043216531410
KU.FUK        12845433243071411
G.YOSM        13044053201871412
G.SIBI        13021023158291413
KU.MSK        13049513245441415
KU.TMO        13001963231721416
KU.KMP        13037363249181417
KU.ITK        13046303223941418
KU.SMT        13018663225961419
KU.SGS        13151313313921420
KU.NKT        13118383328211421
KU.HIR        12929403320981422
KU.KTK        13050083344601423
G.KOSK        12941483137641424
G.TKAO        13113903153581425
G.CHOY        13015513123261426
G.NAGT        13024653022661427
G.KUSM        13118703125941428
G.SATA        13049423109221429
G.KURO        12955243050281430
