code_prime,address,codes_ordered,lat,lon,datetime_b_s,datetime_e_s
7030161,光市岩田,"[7030161, 7030132]",3359,13200,"['1997-11-10 12:00:00', '2019-03-31 12:00:00']","['2011-01-06 12:00:00', '2022-01-01 00:00:00']"
7030260,柳井市大畠,"[7030260, 7030231]",3358,13210,"['1997-11-10 12:00:00', '2007-02-28 12:00:00']","['2007-02-28 12:00:00', '2022-01-01 00:00:00']"
7030270,柳井市南町,"[7030270, 7030230]",3358,13206,"['1999-07-21 12:00:00', '2002-03-20 12:00:00']","['2002-03-20 12:00:00', '2022-01-01 00:00:00']"
7030360,和木町和木,"[7030360, 7030330]",3412,13213,"['1997-11-10 12:00:00', '2011-01-06 12:00:00']","['2011-01-06 12:00:00', '2022-01-01 00:00:00']"
7030460,上関町長島,"[7030460, 7030430, 7030431]",3350,13207,"['1997-11-10 12:00:00', '2011-01-06 12:00:00', '2022-07-01 12:00:00']","['2011-01-06 12:00:00', '2022-07-01 12:00:00', '2022-01-01 00:00:00']"
7030461,上関町室津,"[7030461, 7030420]",3351,13207,"['2004-11-01 12:00:00', '2006-07-07 12:00:00']","['2006-07-07 12:00:00', '2022-01-01 00:00:00']"
7030500,田布施町下田布施,[7030500],3357,13202,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
7030530,田布施町役場,[7030530],3357,13202,['1997-11-10 12:00:00'],['2011-01-06 12:00:00']
7030660,平生町平生,"[7030660, 7030630, 7030631]",3356,13204,"['1997-11-10 12:00:00', '2011-01-06 12:00:00', '2022-07-01 12:00:00']","['2011-01-06 12:00:00', '2022-07-01 12:00:00', '2022-01-01 00:00:00']"
7030720,周防大島町平野,[7030720],3355,13221,['2004-11-01 12:00:00'],['2022-01-01 00:00:00']
7030730,周防大島町小松,[7030730],3356,13212,['1997-11-10 12:00:00'],['2022-01-01 00:00:00']
7030731,周防大島町西安下庄,[7030731],3354,13217,['1997-11-10 12:00:00'],['2022-01-01 00:00:00']
7030732,周防大島町東和総合支所,"[7030732, 7030734]",3355,13221,"['2007-09-07 18:00:00', '2018-11-03 12:00:00']","['2018-07-12 12:00:00', '2022-01-01 00:00:00']"
7030760,周防大島町久賀,"[7030760, 7030733]",3357,13216,"['1997-11-10 12:00:00', '2011-01-06 12:00:00']","['2011-01-06 12:00:00', '2022-01-01 00:00:00']"
7030761,周防大島町森,[7030761],3355,13222,['1997-11-10 12:00:00'],['2007-09-07 18:00:00']
7040000,山口市周布,[7040000],3410,13127,['1966-04-01 00:00:00'],['2012-10-01 12:00:00']
7040001,山口市前町,[7040001],3410,13128,['2012-10-01 12:00:00'],['2022-01-01 00:00:00']
7040020,山口市秋穂二島,[7040020],3401,13125,['2004-11-01 12:00:00'],['2022-01-01 00:00:00']
7040021,山口市阿東生雲,[7040021],3423,13136,['2004-11-01 12:00:00'],['2022-01-01 00:00:00']
7040030,山口市秋穂東,[7040030],3401,13126,['1997-11-10 12:00:00'],['2022-01-01 00:00:00']
7040031,山口市小郡下郷,[7040031],3406,13124,['1997-11-10 12:00:00'],['2022-01-01 00:00:00']
7040060,山口市阿東徳佐,"[7040060, 7040035, 7040036]",3424,13143,"['2002-03-20 12:00:00', '2011-01-06 12:00:00', '2014-06-25 12:00:00']","['2011-01-06 12:00:00', '2014-06-25 12:00:00', '2022-01-01 00:00:00']"
7040061,山口市亀山町,"[7040061, 7040032]",3411,13128,"['1997-11-10 12:00:00', '2011-01-06 12:00:00']","['2011-01-06 12:00:00', '2022-01-01 00:00:00']"
7040062,山口市徳地堀,"[7040062, 7040033]",3411,13139,"['1997-11-10 12:00:00', '2011-01-06 12:00:00']","['2011-01-06 12:00:00', '2022-01-01 00:00:00']"
7040063,山口市阿知須,"[7040063, 7040034, 7040037, 7040038]",3401,13122,"['1997-11-10 12:00:00', '2011-01-06 12:00:00', '2020-02-28 12:00:00', '2022-06-17 12:00:00']","['2011-01-06 12:00:00', '2020-02-28 12:00:00', '2022-06-17 12:00:00', '2022-01-01 00:00:00']"
7040064,阿東町徳佐,[7040064],3424,13143,['1997-11-10 12:00:00'],['2002-03-20 12:00:00']
7040070,山口通報所,[7040070],3409,13127,['1955-01-25 00:00:00'],['1982-12-31 23:59:59']
7040120,周南市桜馬場通り,[7040120],3403,13148,['2004-11-01 12:00:00'],['2022-01-01 00:00:00']
7040130,周南市岐山通り,"[7040130, 7040134, 7040135]",3403,13148,"['1997-11-10 12:00:00', '2015-07-18 12:00:00', '2018-06-25 12:00:00']","['2015-07-18 12:00:00', '2018-06-25 12:00:00', '2022-01-01 00:00:00']"
7040131,周南市熊毛中央町,[7040131],3403,13158,['2001-05-10 12:00:00'],['2022-01-01 00:00:00']
7040132,周南市鹿野上,[7040132],3414,13149,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7040160,周南市富田,"[7040160, 7040133, 7040136, 7040137]",3404,13145,"['1997-11-10 12:00:00', '2011-01-06 12:00:00', '2018-08-13 12:00:00', '2023-02-21 12:00:00']","['2011-01-06 12:00:00', '2018-08-13 12:00:00', '2023-02-21 12:00:00', '2022-01-01 00:00:00']"
7040161,熊毛町呼坂,[7040161],3403,13158,['1997-11-10 12:00:00'],['2001-05-10 12:00:00']
7040170,広瀬通報所,[7040170],3416,13151,['1955-01-01 00:00:00'],['1976-12-31 23:59:59']
7040200,防府市寿,[7040200],3403,13134,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
7040220,防府市西浦,[7040220],3402,13132,['2004-11-01 12:00:00'],['2022-01-01 00:00:00']
7040270,防府測候所,[7040270],3403,13132,['1946-03-13 00:00:00'],['1969-12-28 23:59:00']
7040300,下松市瀬戸,[7040300],3403,13152,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
7040360,下松市大手町,"[7040360, 7040330]",3401,13152,"['1998-10-15 12:00:00', '2011-01-06 12:00:00']","['2011-01-06 12:00:00', '2022-01-01 00:00:00']"
7100030,福岡東区東浜,[7100030],3337,13025,['2002-03-20 12:00:00'],['2008-11-04 12:00:00']
7100031,福岡東区千早,[7100031],3339,13026,['2008-11-04 12:00:00'],['2022-01-01 00:00:00']
7100100,福岡空港,[7100100],3336,13027,['2007-07-02 12:00:00'],['2022-01-01 00:00:00']
7100130,福岡博多区住吉,[7100130],3335,13025,['2002-03-20 12:00:00'],['2004-11-01 12:00:00']
7100131,福岡博多区博多駅前,[7100131],3335,13025,['2004-11-01 12:00:00'],['2022-01-01 00:00:00']
7100200,福岡中央区大濠,[7100200],3335,13023,['1890-01-01 00:00:00'],['2022-01-01 00:00:00']
7100220,福岡中央区天神,[7100220],3336,13024,['2007-03-01 12:00:00'],['2022-01-01 00:00:00']
7100230,福岡中央区舞鶴,[7100230],3335,13023,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7100330,福岡南区塩原,[7100330],3334,13026,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7100410,福岡西区玄界島,[7100410],3341,13014,['2005-03-21 18:00:00'],['2011-01-06 12:00:00']
7100430,福岡西区今宿,[7100430],3334,13017,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7100530,福岡城南区神松寺,[7100530],3333,13023,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7100600,福岡早良区板屋,[7100600],3326,13023,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
7100630,福岡早良区百道浜,[7100630],3335,13021,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7100730,筑紫野市二日市西,[7100730],3330,13031,['2002-03-20 12:00:00'],['2019-01-12 12:00:00']
7100731,筑紫野市石崎,[7100731],3329,13032,['2019-01-12 12:00:00'],['2022-01-01 00:00:00']
7100830,春日市原町,"[7100830, 7100831]",3332,13028,"['2002-03-20 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
7100930,大野城市曙町,[7100930],3332,13029,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7101020,宗像市江口神原,[7101020],3351,13031,['2007-03-01 12:00:00'],['2022-01-01 00:00:00']
7101030,宗像市東郷,[7101030],3348,13032,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7101031,宗像市江口,[7101031],3351,13031,['2002-03-20 12:00:00'],['2006-12-28 10:30:00']
7101032,宗像市大島,"[7101032, 7101033]",3354,13026,"['2002-03-20 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
7101034,宗像市神湊,[7101034],3351,13030,['2011-05-12 13:00:00'],['2022-01-01 00:00:00']
7101130,太宰府市観世音寺,"[7101130, 7101131]",3331,13031,"['2002-03-20 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
7101430,宇美町宇美,[7101430],3334,13031,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7101530,篠栗町中央,[7101530],3337,13032,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7101630,志免町志免,[7101630],3335,13029,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7101730,須恵町須恵,[7101730],3335,13030,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7101830,新宮町緑ヶ浜,[7101830],3343,13027,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7101930,福岡古賀市駅東,[7101930],3344,13028,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7102030,久山町久原,[7102030],3339,13030,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7102130,粕屋町仲原,[7102130],3337,13029,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7102800,福津市手光,[7102800],3346,13030,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
7102830,福津市中央,[7102830],3346,13029,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7102831,福津市津屋崎,[7102831],3347,13028,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7102900,糸島市志摩初,[7102900],3335,13011,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
7102920,糸島市前原東,[7102920],3334,13012,['2007-03-01 12:00:00'],['2022-01-01 00:00:00']
7102930,糸島市前原西,"[7102930, 7102932]",3333,13012,"['2002-03-20 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
7102931,糸島市二丈深江,[7102931],3331,13009,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7103030,那珂川市西隈,"[7103030, 7103031]",3330,13025,"['2002-03-20 12:00:00', '2019-02-18 12:00:00']","['2019-02-18 12:00:00', '2022-01-01 00:00:00']"
7110030,北九州門司区大里,[7110030],3355,13056,['2002-03-20 12:00:00'],['2016-10-25 12:00:00']
7110031,北九州門司区不老町,[7110031],3354,13056,['2016-10-25 12:00:00'],['2019-02-23 12:00:00']
7110032,北九州門司区大里東,[7110032],3355,13056,['2019-02-23 12:00:00'],['2022-01-01 00:00:00']
7110130,北九州若松区桜町,[7110130],3354,13048,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7110230,北九州戸畑区千防,[7110230],3354,13050,['2002-03-20 12:00:00'],['2007-11-28 12:00:00']
7110231,北九州戸畑区新池,[7110231],3354,13050,['2007-11-28 12:00:00'],['2022-01-01 00:00:00']
7110330,北九州小倉北区大手町,[7110330],3353,13052,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7110420,北九州小倉南区横代東町,[7110420],3350,13054,['2007-03-01 12:00:00'],['2022-01-01 00:00:00']
7110430,北九州小倉南区若園,"[7110430, 7110431]",3351,13053,"['2002-03-20 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
7110500,北九州八幡東区桃園,[7110500],3352,13047,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
7110530,北九州八幡東区春の町,[7110530],3352,13048,['2002-03-20 12:00:00'],['2016-03-29 12:00:00']
7110531,北九州八幡東区大谷,[7110531],3352,13048,['2016-03-28 12:00:00'],['2022-01-01 00:00:00']
7110630,北九州八幡西区相生町,"[7110630, 7110631]",3351,13045,"['2002-03-20 12:00:00', '2020-03-10 12:00:00']","['2020-03-10 12:00:00', '2022-01-01 00:00:00']"
7110720,行橋市今井,[7110720],3344,13101,['2007-03-01 12:00:00'],['2022-01-01 00:00:00']
7110730,行橋市中央,[7110730],3344,13059,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7110830,豊前市吉木,[7110830],3337,13108,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7110920,中間市長津,[7110920],3350,13042,['2007-03-01 12:00:00'],['2022-01-01 00:00:00']
7110930,中間市中間,[7110930],3349,13043,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7111030,芦屋町幸町,"[7111030, 7111032]",3354,13040,"['2002-03-20 12:00:00', '2009-01-05 12:00:00']","['2007-12-26 12:00:00', '2022-01-01 00:00:00']"
7111031,芦屋町中ノ浜,[7111031],3354,13040,['2007-12-26 12:00:00'],['2009-01-05 12:00:00']
7111130,水巻町頃末,"[7111130, 7111131]",3351,13042,"['2002-03-20 12:00:00', '2005-07-07 12:00:00']","['2005-07-07 12:00:00', '2022-01-01 00:00:00']"
7111230,岡垣町野間,[7111230],3351,13037,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7111330,遠賀町今古賀,[7111330],3351,13040,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7111400,苅田町若久,[7111400],3348,13059,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
7111430,苅田町京町,[7111430],3347,13059,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7111930,吉富町広津,[7111930],3336,13111,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7112330,上毛町垂水,"[7112330, 7112332]",3335,13110,"['2002-03-20 12:00:00', '2006-02-01 12:00:00']","['2006-02-01 12:00:00', '2022-01-01 00:00:00']"
7112331,上毛町東下,[7112331],3333,13109,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7112430,築上町椎田,"[7112430, 7112432, 7112433]",3339,13103,"['2002-03-20 12:00:00', '2011-05-12 13:00:00', '2021-03-29 12:00:00']","['2011-05-12 13:00:00', '2021-03-29 12:00:00', '2022-01-01 00:00:00']"
7112431,築上町築城,[7112431],3340,13102,['2005-03-01 12:00:00'],['2022-01-01 00:00:00']
7112460,築城町築城,[7112460],3340,13102,['2002-03-20 12:00:00'],['2005-03-01 12:00:00']
7112530,みやこ町犀川本庄,"[7112530, 7112533]",3339,13057,"['2002-03-20 12:00:00', '2019-03-25 12:00:00']","['2019-03-25 12:00:00', '2022-01-01 00:00:00']"
7112531,みやこ町勝山上田,[7112531],3342,13055,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7112532,みやこ町豊津,"[7112532, 7112534]",3340,13058,"['2002-03-20 12:00:00', '2019-03-19 12:00:00']","['2019-03-19 12:00:00', '2022-01-01 00:00:00']"
7120030,直方市新町,"[7120030, 7120031]",3344,13044,"['2002-03-20 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
7120100,飯塚市川島,"[7120100, 7120101]",3339,13042,"['1931-07-22 00:00:00', '2006-03-01 12:00:00']","['2006-03-01 12:00:00', '2022-01-01 00:00:00']"
7120120,飯塚市立岩,[7120120],3339,13042,['2007-03-01 12:00:00'],['2022-01-01 00:00:00']
7120130,飯塚市新立岩,"[7120130, 7120136]",3339,13041,"['2002-03-20 12:00:00', '2018-10-01 12:00:00']","['2017-07-13 12:00:00', '2022-01-01 00:00:00']"
7120131,飯塚市長尾,[7120131],3334,13039,['2002-11-12 12:00:00'],['2022-01-01 00:00:00']
7120132,飯塚市忠隈,[7120132],3337,13041,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7120133,飯塚市綱分,"[7120133, 7120135]",3338,13044,"['2002-03-20 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
7120134,飯塚市勢田,[7120134],3341,13043,['2002-03-20 12:00:00'],['2019-11-14 12:00:00']
7120137,飯塚市鹿毛馬,[7120137],3341,13043,['2019-09-10 12:00:00'],['2022-01-01 00:00:00']
7120160,筑穂町長尾,[7120160],3334,13039,['2002-03-20 12:00:00'],['2002-11-12 12:00:00']
7120230,田川市中央町,[7120230],3338,13048,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7120270,田川通報所,[7120270],3338,13048,['1954-06-01 00:00:00'],['1967-12-31 23:59:59']
7120430,小竹町勝野,"[7120430, 7120431]",3342,13043,"['2002-03-20 12:00:00', '2020-04-28 12:00:00']","['2020-04-28 12:00:00', '2022-01-01 00:00:00']"
7120530,鞍手町中山,[7120530],3348,13040,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7120830,桂川町土居,[7120830],3335,13041,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7121630,香春町高野,[7121630],3340,13051,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7121730,添田町添田,[7121730],3334,13051,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7121930,糸田町役場,[7121930],3339,13047,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7122030,福岡川崎町田原,[7122030],3336,13049,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7122330,大任町大行事,[7122330],3337,13051,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7122430,赤村内田,[7122430],3337,13052,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7122530,宮若市宮田,"[7122530, 7122532, 7122534]",3343,13040,"['2002-03-20 12:00:00', '2011-05-12 13:00:00', '2022-01-24 12:00:00']","['2011-05-12 13:00:00', '2022-01-24 12:00:00', '2022-01-01 00:00:00']"
7122531,宮若市福丸,"[7122531, 7122533]",3344,13038,"['2002-03-20 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
7122600,福智町上野,[7122600],3343,13048,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
7122630,福智町金田,[7122630],3341,13047,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7122631,福智町赤池,[7122631],3342,13046,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7122632,福智町弁城,"[7122632, 7122633]",3341,13048,"['2002-03-20 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
7122730,嘉麻市上山田,"[7122730, 7122737]",3334,13046,"['2002-03-20 12:00:00', '2020-12-08 12:00:00']","['2020-12-08 12:00:00', '2022-01-01 00:00:00']"
7122731,嘉麻市岩崎,"[7122731, 7122734, 7122736]",3336,13043,"['2002-03-20 12:00:00', '2011-05-12 13:00:00', '2020-03-09 12:00:00']","['2011-05-12 13:00:00', '2020-03-09 12:00:00', '2022-01-01 00:00:00']"
7122732,嘉麻市上臼井,"[7122732, 7122735]",3334,13043,"['2002-03-20 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
7122733,嘉麻市大隈町,"[7122733, 7122738]",3333,13045,"['2002-03-20 12:00:00', '2020-12-07 12:00:00']","['2020-12-07 12:00:00', '2022-01-01 00:00:00']"
7130000,大牟田市笹林,[7130000],3302,13027,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
7130020,大牟田市昭和町,[7130020],3301,13027,['2007-03-01 12:00:00'],['2022-01-01 00:00:00']
7130030,大牟田市有明町,"[7130030, 7130031]",3302,13027,"['2002-03-20 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
7130100,久留米市津福本町,[7130100],3318,13030,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
7130120,久留米市小森野町,[7130120],3319,13031,['2007-03-01 12:00:00'],['2022-01-01 00:00:00']
7130130,久留米市城南町,[7130130],3319,13030,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7130131,久留米市田主丸町,"[7130131, 7130135, 7130137]",3321,13042,"['2002-03-20 12:00:00', '2005-07-07 12:00:00', '2012-12-19 12:00:00']","['2005-07-07 12:00:00', '2012-12-19 12:00:00', '2022-01-01 00:00:00']"
7130132,久留米市北野町,"[7130132, 7130136]",3321,13035,"['2002-03-20 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
7130133,久留米市城島町,[7130133],3315,13026,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7130134,久留米市三潴町,[7130134],3315,13028,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7130170,久留米通報所,[7130170],3320,13031,['1954-06-01 00:00:00'],['1961-12-31 23:59:59']
7130230,柳川市本町,"[7130230, 7130233]",3310,13024,"['2002-03-20 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
7130231,柳川市大和町,[7130231],3308,13026,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7130232,柳川市三橋町,[7130232],3310,13026,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7130400,八女市黒木町北木屋,[7130400],3313,13042,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
7130420,八女市吉田,[7130420],3314,13034,['2007-03-01 12:00:00'],['2022-01-01 00:00:00']
7130430,八女市本町,"[7130430, 7130436]",3313,13033,"['2002-03-20 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
7130431,八女市上陽町,"[7130431, 7130437]",3314,13038,"['2002-03-20 12:00:00', '2011-08-02 12:00:00']","['2011-08-02 12:00:00', '2022-01-01 00:00:00']"
7130432,八女市黒木町今,[7130432],3313,13040,['2004-03-01 12:00:00'],['2022-01-01 00:00:00']
7130433,八女市立花町,[7130433],3312,13035,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7130434,八女市矢部村,[7130434],3309,13049,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7130435,八女市星野村,[7130435],3315,13046,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7130460,八女市黒木町桑原,[7130460],3313,13040,['2002-03-20 12:00:00'],['2004-03-01 12:00:00']
7130530,筑後市山ノ井,[7130530],3313,13030,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7130630,大川市酒見,[7130630],3312,13023,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7130730,小郡市小郡,[7130730],3324,13033,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7131830,大刀洗町冨多,[7131830],3322,13037,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7132030,大木町八町牟田,[7132030],3313,13026,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7132530,福岡広川町新代,"[7132530, 7132531]",3314,13033,"['2002-03-20 12:00:00', '2022-09-04 12:00:00']","['2022-09-04 12:00:00', '2022-01-01 00:00:00']"
7133330,うきは市吉井町,[7133330],3321,13045,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7133331,うきは市浮羽町,"[7133331, 7133332]",3320,13048,"['2002-03-20 12:00:00', '2009-03-03 13:13:00']","['2009-03-03 13:13:00', '2022-01-01 00:00:00']"
7133400,筑前町下高場,[7133400],3326,13036,['2001-12-12 12:00:00'],['2022-01-01 00:00:00']
7133430,筑前町新町,[7133430],3326,13038,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7133431,筑前町篠隈,[7133431],3327,13036,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7133470,福岡夜須町篠隈,[7133470],3327,13037,['1996-04-01 12:00:00'],['2001-12-12 12:00:00']
7133530,東峰村小石原,[7133530],3328,13050,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7133531,東峰村宝珠山,[7133531],3324,13052,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7133620,朝倉市堤,[7133620],3325,13040,['2007-03-01 12:00:00'],['2022-01-01 00:00:00']
7133630,朝倉市菩提寺,[7133630],3325,13040,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7133631,朝倉市杷木池田,[7133631],3322,13049,['2005-07-07 12:00:00'],['2022-01-01 00:00:00']
7133632,朝倉市宮野,[7133632],3323,13043,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7133660,杷木町池田,[7133660],3322,13049,['2002-03-20 12:00:00'],['2005-07-07 12:00:00']
7133730,みやま市瀬高町,[7133730],3309,13029,['2002-03-20 12:00:00'],['2022-01-01 00:00:00']
7133731,みやま市山川町,"[7133731, 7133733]",3307,13031,"['2002-03-20 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
7133732,みやま市高田町,"[7133732, 7133734]",3306,13027,"['2002-03-20 12:00:00', '2012-11-30 12:00:00']","['2012-11-30 12:00:00', '2022-01-01 00:00:00']"
7200000,唐津市西城内,[7200000],3327,12958,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
7200020,唐津市鎮西町,[7200020],3332,12953,['2007-03-01 12:00:00'],['2022-01-01 00:00:00']
7200021,唐津市竹木場,[7200021],3325,12955,['2007-03-01 12:00:00'],['2022-01-01 00:00:00']
7200022,唐津市厳木町,[7200022],3319,13004,['2007-03-01 12:00:00'],['2022-01-01 00:00:00']
7200030,唐津市浜玉,"[7200030, 7200036, 7200042]",3327,13002,"['2001-03-22 12:00:00', '2010-07-01 12:00:00', '2021-03-24 12:00:00']","['2010-07-01 12:00:00', '2021-03-24 12:00:00', '2022-01-01 00:00:00']"
7200031,唐津市相知,"[7200031, 7200038]",3321,13001,"['2001-03-22 12:00:00', '2010-07-01 12:00:00']","['2010-07-01 12:00:00', '2022-01-01 00:00:00']"
7200032,唐津市北波多,"[7200032, 7200039]",3322,12957,"['2001-03-22 12:00:00', '2010-07-01 12:00:00']","['2010-07-01 12:00:00', '2022-01-01 00:00:00']"
7200033,唐津市肥前,"[7200033, 7200040]",3326,12949,"['2001-03-22 12:00:00', '2010-07-01 12:00:00']","['2010-07-01 12:00:00', '2022-01-01 00:00:00']"
7200034,唐津市呼子,"[7200034, 7200041]",3333,12954,"['2001-03-22 12:00:00', '2010-07-01 12:00:00']","['2010-07-01 12:00:00', '2022-01-01 00:00:00']"
7200035,唐津市七山,"[7200035, 7200037]",3327,13007,"['2001-03-22 12:00:00', '2010-07-01 12:00:00']","['2010-07-01 12:00:00', '2022-01-01 00:00:00']"
7200120,伊万里市立花町,[7200120],3316,12953,['2007-03-01 12:00:00'],['2022-01-01 00:00:00']
7200830,玄海町諸浦,"[7200830, 7200831]",3328,12952,"['2001-03-22 12:00:00', '2010-07-01 12:00:00']","['2010-07-01 12:00:00', '2022-01-01 00:00:00']"
7201130,有田町岩谷川内,[7201130],3311,12953,['2001-03-22 12:00:00'],['2010-07-01 12:00:00']
7201131,有田町立部,"[7201131, 7201133]",3313,12951,"['2001-03-22 12:00:00', '2010-07-01 12:00:00']","['2010-07-01 12:00:00', '2022-01-01 00:00:00']"
7201132,有田町本町,[7201132],3311,12953,['2010-07-01 12:00:00'],['2022-01-01 00:00:00']
7210000,佐賀市駅前中央,[7210000],3316,13018,['1891-01-01 00:00:00'],['2022-01-01 00:00:00']
7210020,佐賀市富士町,[7210020],3322,13012,['2007-03-01 12:00:00'],['2022-01-01 00:00:00']
7210021,佐賀市栄町,[7210021],3316,13018,['2007-03-01 12:00:00'],['2022-01-01 00:00:00']
7210030,佐賀市諸富,"[7210030, 7210036, 7210043]",3313,13021,"['2001-03-22 12:00:00', '2010-07-01 12:00:00', '2023-01-13 12:00:00']","['2010-07-01 12:00:00', '2023-01-13 12:00:00', '2022-01-01 00:00:00']"
7210031,佐賀市大和,"[7210031, 7210037]",3319,13017,"['2001-03-22 12:00:00', '2010-07-01 12:00:00']","['2010-07-01 12:00:00', '2022-01-01 00:00:00']"
